city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,timezone
Roseville,Roseville,CA,California,6061,Placer,38.7703,-121.3196,America/Los_Angeles
Topeka,Topeka,KS,Kansas,20177,Shawnee,39.0346,-95.6955,America/Chicago
Burlington,Burlington,NC,North Carolina,37001,Alamance,36.076,-79.4685,America/New_York
Warner Robins,Warner Robins,GA,Georgia,13153,Houston,32.5961,-83.6527,America/New_York
Surprise,Surprise,AZ,Arizona,4013,Maricopa,33.6815,-112.4515,America/Phoenix
Torrance,Torrance,CA,California,6037,Los Angeles,33.8346,-118.3416,America/Los_Angeles
Santa Maria,Santa Maria,CA,California,6083,Santa Barbara,34.9333,-120.4431,America/Los_Angeles
Athens,Athens,GA,Georgia,13059,Clarke,33.9508,-83.3689,America/New_York
Houma,Houma,LA,Louisiana,22109,Terrebonne,29.58,-90.7059,America/Chicago
Columbia,Columbia,MO,Missouri,29019,Boone,38.9472,-92.3268,America/Chicago
Fullerton,Fullerton,CA,California,6059,Orange,33.8841,-117.9279,America/Los_Angeles
Olathe,Olathe,KS,Kansas,20091,Johnson,38.8833,-94.82,America/Chicago
Thornton,Thornton,CO,Colorado,8001,Adams,39.9197,-104.9438,America/Denver
Greeley,Greeley,CO,Colorado,8123,Weld,40.4152,-104.7706,America/Denver
Beaumont,Beaumont,TX,Texas,48245,Jefferson,30.0849,-94.1451,America/Chicago
Las Cruces,Las Cruces,NM,New Mexico,35013,Doña Ana,32.3265,-106.7893,America/Denver
Midland,Midland,TX,Texas,48329,Midland,32.0243,-102.1147,America/Chicago
Metairie,Metairie,LA,Louisiana,22051,Jefferson,29.9977,-90.178,America/Chicago
Carolina,Carolina,PR,Puerto Rico,72031,Carolina,18.4054,-65.9792,America/Puerto_Rico
West Valley City,West Valley City,UT,Utah,49035,Salt Lake,40.6886,-112.0123,America/Denver
Orange,Orange,CA,California,6059,Orange,33.8038,-117.8218,America/Los_Angeles
Warren,Warren,MI,Michigan,26099,Macomb,42.4934,-83.027,America/Detroit
Grand Junction,Grand Junction,CO,Colorado,8077,Mesa,39.0877,-108.5673,America/Denver
Tyler,Tyler,TX,Texas,48423,Smith,32.3184,-95.3062,America/Chicago
Pasadena,Pasadena,CA,California,6037,Los Angeles,34.1597,-118.139,America/Los_Angeles
Hampton,Hampton,VA,Virginia,51650,Hampton,37.0551,-76.363,America/New_York
Bloomington,Bloomington,IL,Illinois,17113,McLean,40.4757,-88.9703,America/Chicago
Elizabeth,Elizabeth,NJ,New Jersey,34039,Union,40.6658,-74.1913,America/New_York
Stamford,Stamford,CT,Connecticut,9190,Western Connecticut,41.1039,-73.5585,America/New_York
Yuma,Yuma,AZ,Arizona,4027,Yuma,32.5995,-114.5491,America/Phoenix
Kent,Kent,WA,Washington,53033,King,47.3887,-122.2128,America/Los_Angeles
Miramar,Miramar,FL,Florida,12011,Broward,25.9773,-80.3351,America/New_York
Coeur d'Alene,Coeur d'Alene,ID,Idaho,16055,Kootenai,47.704,-116.7936,America/Los_Angeles
Coral Springs,Coral Springs,FL,Florida,12011,Broward,26.2702,-80.2591,America/New_York
Sterling Heights,Sterling Heights,MI,Michigan,26099,Macomb,42.5809,-83.0305,America/Detroit
Yuba City,Yuba City,CA,California,6101,Sutter,39.1357,-121.6383,America/Los_Angeles
Yakima,Yakima,WA,Washington,53077,Yakima,46.5923,-120.5496,America/Los_Angeles
Carrollton,Carrollton,TX,Texas,48113,Dallas,32.989,-96.8999,America/Chicago
Racine,Racine,WI,Wisconsin,55101,Racine,42.7274,-87.8135,America/Chicago
Johnson City,Johnson City,TN,Tennessee,47179,Washington,36.3406,-82.3806,America/New_York
Billings,Billings,MT,Montana,30111,Yellowstone,45.7891,-108.5526,America/Denver
Iowa City,Iowa City,IA,Iowa,19103,Johnson,41.6559,-91.5303,America/Chicago
Dover,Dover,DE,Delaware,10001,Kent,39.161,-75.5202,America/New_York
Bellingham,Bellingham,WA,Washington,53073,Whatcom,48.7548,-122.469,America/Los_Angeles
Charleston,Charleston,WV,West Virginia,54039,Kanawha,38.3484,-81.6322,America/New_York
Lynchburg,Lynchburg,VA,Virginia,51680,Lynchburg,37.4003,-79.1909,America/New_York
Santa Clara,Santa Clara,CA,California,6085,Santa Clara,37.3646,-121.968,America/Los_Angeles
Norman,Norman,OK,Oklahoma,40027,Cleveland,35.2335,-97.3471,America/Chicago
Greenville,Greenville,NC,North Carolina,37147,Pitt,35.5943,-77.376,America/New_York
Simi Valley,Simi Valley,CA,California,6111,Ventura,34.2663,-118.749,America/Los_Angeles
Fort Smith,Fort Smith,AR,Arkansas,5131,Sebastian,35.3495,-94.3695,America/Chicago
Abilene,Abilene,TX,Texas,48441,Taylor,32.4543,-99.7384,America/Chicago
Arecibo,Arecibo,PR,Puerto Rico,72013,Arecibo,18.4491,-66.7387,America/Puerto_Rico
Lewisville,Lewisville,TX,Texas,48121,Denton,33.0454,-96.9815,America/Chicago
Pearland,Pearland,TX,Texas,48039,Brazoria,29.5581,-95.3218,America/Chicago
Lehigh Acres,Lehigh Acres,FL,Florida,12071,Lee,26.612,-81.6388,America/New_York
Kenosha,Kenosha,WI,Wisconsin,55059,Kenosha,42.5865,-87.8773,America/Chicago
Seaside,Seaside,CA,California,6053,Monterey,36.6224,-121.8199,America/Los_Angeles
Burlington,Burlington,VT,Vermont,50007,Chittenden,44.4876,-73.2316,America/New_York
Arvada,Arvada,CO,Colorado,8059,Jefferson,39.832,-105.151,America/Denver
Waldorf,Waldorf,MD,Maryland,24017,Charles,38.6085,-76.9194,America/New_York
Independence,Independence,MO,Missouri,29095,Jackson,39.0871,-94.3501,America/Chicago
Rochester,Rochester,MN,Minnesota,27109,Olmsted,44.0154,-92.478,America/Chicago
Logan,Logan,UT,Utah,49005,Cache,41.7399,-111.8422,America/Denver
Harlingen,Harlingen,TX,Texas,48061,Cameron,26.1916,-97.6977,America/Chicago
Berkeley,Berkeley,CA,California,6001,Alameda,37.8722,-122.276,America/Los_Angeles
Clovis,Clovis,CA,California,6019,Fresno,36.8278,-119.683,America/Los_Angeles
Round Rock,Round Rock,TX,Texas,48491,Williamson,30.527,-97.6642,America/Chicago
Pueblo,Pueblo,CO,Colorado,8101,Pueblo,38.2701,-104.6114,America/Denver
Temple,Temple,TX,Texas,48027,Bell,31.1068,-97.3891,America/Chicago
Meridian,Meridian,ID,Idaho,16001,Ada,43.6116,-116.3977,America/Boise
Duluth,Duluth,MN,Minnesota,27137,St. Louis,46.7756,-92.1393,America/Chicago
The Woodlands,The Woodlands,TX,Texas,48339,Montgomery,30.1738,-95.5134,America/Chicago
Boulder,Boulder,CO,Colorado,8013,Boulder,40.0248,-105.2524,America/Denver
Richardson,Richardson,TX,Texas,48113,Dallas,32.9716,-96.7093,America/Chicago
Cambridge,Cambridge,MA,Massachusetts,25017,Middlesex,42.3759,-71.1185,America/New_York
West Palm Beach,West Palm Beach,FL,Florida,12099,Palm Beach,26.7469,-80.132,America/New_York
Port Arthur,Port Arthur,TX,Texas,48245,Jefferson,29.8554,-93.9264,America/Chicago
East Los Angeles,East Los Angeles,CA,California,6037,Los Angeles,34.0326,-118.1691,America/Los_Angeles
Redding,Redding,CA,California,6089,Shasta,40.5698,-122.365,America/Los_Angeles
Clearwater,Clearwater,FL,Florida,12103,Pinellas,27.979,-82.7623,America/New_York
Monroe,Monroe,LA,Louisiana,22073,Ouachita,32.5185,-92.0774,America/Chicago
Utica,Utica,NY,New York,36065,Oneida,43.0962,-75.2261,America/New_York
St. Cloud,St. Cloud,MN,Minnesota,27145,Stearns,45.534,-94.1718,America/Chicago
Mandeville,Mandeville,LA,Louisiana,22103,St. Tammany,30.3751,-90.0904,America/Chicago
West Jordan,West Jordan,UT,Utah,49035,Salt Lake,40.6024,-112.0008,America/Denver
North Charleston,North Charleston,SC,South Carolina,45019,Charleston,32.9067,-80.0722,America/New_York
Richmond,Richmond,CA,California,6013,Contra Costa,37.9477,-122.3389,America/Los_Angeles
Westminster,Westminster,CO,Colorado,8001,Adams,39.8837,-105.0624,America/Denver
Saginaw,Saginaw,MI,Michigan,26145,Saginaw,43.4199,-83.9501,America/Detroit
Kailua,Kailua,HI,Hawaii,15003,Honolulu,21.392,-157.7396,Pacific/Honolulu
Brandon,Brandon,FL,Florida,12057,Hillsborough,27.9367,-82.3,America/New_York
Ponce,Ponce,PR,Puerto Rico,72113,Ponce,18.0127,-66.6212,America/Puerto_Rico
Carlsbad,Carlsbad,CA,California,6073,San Diego,33.1246,-117.2834,America/Los_Angeles
Lowell,Lowell,MA,Massachusetts,25017,Middlesex,42.6389,-71.3217,America/New_York
Broken Arrow,Broken Arrow,OK,Oklahoma,40143,Tulsa,36.038,-95.7806,America/Chicago
Elgin,Elgin,IL,Illinois,17089,Kane,42.0383,-88.324,America/Chicago
Gresham,Gresham,OR,Oregon,41051,Multnomah,45.5021,-122.4413,America/Los_Angeles
League City,League City,TX,Texas,48167,Galveston,29.4874,-95.1087,America/Chicago
Downey,Downey,CA,California,6037,Los Angeles,33.9379,-118.1311,America/Los_Angeles
Waterloo,Waterloo,IA,Iowa,19013,Black Hawk,42.4918,-92.3522,America/Chicago
Murrieta,Murrieta,CA,California,6065,Riverside,33.5719,-117.1909,America/Los_Angeles
Leominster,Leominster,MA,Massachusetts,25027,Worcester,42.5209,-71.7717,America/New_York
Longview,Longview,TX,Texas,48183,Gregg,32.5193,-94.7622,America/Chicago
Jacksonville,Jacksonville,NC,North Carolina,37133,Onslow,34.7289,-77.3941,America/New_York
Pompano Beach,Pompano Beach,FL,Florida,12011,Broward,26.2428,-80.1312,America/New_York
Bend,Bend,OR,Oregon,41017,Deschutes,44.0563,-121.3095,America/Los_Angeles
Miami Gardens,Miami Gardens,FL,Florida,12086,Miami-Dade,25.9433,-80.2426,America/New_York
Costa Mesa,Costa Mesa,CA,California,6059,Orange,33.6667,-117.9135,America/Los_Angeles
Sioux City,Sioux City,IA,Iowa,19193,Woodbury,42.4959,-96.3901,America/Chicago
Everett,Everett,WA,Washington,53061,Snohomish,47.9525,-122.1669,America/Los_Angeles
Gilroy,Gilroy,CA,California,6085,Santa Clara,37.0046,-121.5854,America/Los_Angeles
San Buenaventura,San Buenaventura,CA,California,6111,Ventura,34.2741,-119.2314,America/Los_Angeles
Temecula,Temecula,CA,California,6065,Riverside,33.4928,-117.1315,America/Los_Angeles
Sugar Land,Sugar Land,TX,Texas,48157,Fort Bend,29.5935,-95.6358,America/Chicago
Chico,Chico,CA,California,6007,Butte,39.7578,-121.8161,America/Los_Angeles
Eau Claire,Eau Claire,WI,Wisconsin,55035,Eau Claire,44.8197,-91.4948,America/Chicago
El Monte,El Monte,CA,California,6037,Los Angeles,34.0739,-118.0291,America/Los_Angeles
Idaho Falls,Idaho Falls,ID,Idaho,16019,Bonneville,43.4871,-112.0362,America/Boise
Dearborn,Dearborn,MI,Michigan,26163,Wayne,42.3127,-83.213,America/Detroit
Bloomington,Bloomington,IN,Indiana,18105,Monroe,39.1637,-86.5257,America/Indiana/Indianapolis
West Covina,West Covina,CA,California,6037,Los Angeles,34.0555,-117.9113,America/Los_Angeles
Sparks,Sparks,NV,Nevada,32031,Washoe,39.5736,-119.7161,America/Los_Angeles
South Fulton,South Fulton,GA,Georgia,13121,Fulton,33.6273,-84.58,America/New_York
Centennial,Centennial,CO,Colorado,8005,Arapahoe,39.5926,-104.8673,America/Denver
Sandy Springs,Sandy Springs,GA,Georgia,13121,Fulton,33.9366,-84.3703,America/New_York
Inglewood,Inglewood,CA,California,6037,Los Angeles,33.9566,-118.3444,America/Los_Angeles
Hillsboro,Hillsboro,OR,Oregon,41067,Washington,45.5273,-122.936,America/Los_Angeles
Columbia,Columbia,MD,Maryland,24027,Howard,39.2004,-76.859,America/New_York
Burbank,Burbank,CA,California,6037,Los Angeles,34.1879,-118.3235,America/Los_Angeles
Davie,Davie,FL,Florida,12011,Broward,26.0789,-80.287,America/New_York
El Cajon,El Cajon,CA,California,6073,San Diego,32.8017,-116.9604,America/Los_Angeles
Jurupa Valley,Jurupa Valley,CA,California,6065,Riverside,34.001,-117.4706,America/Los_Angeles
Allen,Allen,TX,Texas,48085,Collin,33.1088,-96.6735,America/Chicago
Auburn,Auburn,AL,Alabama,1081,Lee,32.6087,-85.4903,America/Chicago
Renton,Renton,WA,Washington,53033,King,47.4784,-122.1918,America/Los_Angeles
Holland,Holland,MI,Michigan,26139,Ottawa,42.7677,-86.0984,America/Detroit
Brockton,Brockton,MA,Massachusetts,25023,Plymouth,42.0821,-71.0242,America/New_York
Rio Rancho,Rio Rancho,NM,New Mexico,35043,Sandoval,35.2873,-106.6982,America/Denver
San Mateo,San Mateo,CA,California,6081,San Mateo,37.5522,-122.3121,America/Los_Angeles
Rialto,Rialto,CA,California,6071,San Bernardino,34.1175,-117.3892,America/Los_Angeles
Spokane Valley,Spokane Valley,WA,Washington,53063,Spokane,47.6626,-117.2346,America/Los_Angeles
Charlottesville,Charlottesville,VA,Virginia,51540,Charlottesville,38.0375,-78.4855,America/New_York
Menifee,Menifee,CA,California,6065,Riverside,33.6909,-117.1849,America/Los_Angeles
Daly City,Daly City,CA,California,6081,San Mateo,37.6862,-122.4685,America/Los_Angeles
Wichita Falls,Wichita Falls,TX,Texas,48485,Wichita,33.9072,-98.5291,America/Chicago
Riverview,Riverview,FL,Florida,12057,Hillsborough,27.8227,-82.3023,America/New_York
Norwalk,Norwalk,CA,California,6037,Los Angeles,33.9069,-118.0829,America/Los_Angeles
Lee's Summit,Lee's Summit,MO,Missouri,29095,Jackson,38.9171,-94.3816,America/Chicago
Longmont,Longmont,CO,Colorado,8013,Boulder,40.1686,-105.1005,America/Denver
Vacaville,Vacaville,CA,California,6095,Solano,38.3587,-121.9673,America/Los_Angeles
Highlands Ranch,Highlands Ranch,CO,Colorado,8035,Douglas,39.5419,-104.9708,America/Denver
Kingsport,Kingsport,TN,Tennessee,47163,Sullivan,36.5224,-82.5454,America/New_York
San Tan Valley,San Tan Valley,AZ,Arizona,4021,Pinal,33.1786,-111.5629,America/Phoenix
Quincy,Quincy,MA,Massachusetts,25021,Norfolk,42.2506,-71.0187,America/New_York
Edinburg,Edinburg,TX,Texas,48215,Hidalgo,26.3196,-98.1597,America/Chicago
Lynn,Lynn,MA,Massachusetts,25009,Essex,42.4781,-70.9664,America/New_York
San Angelo,San Angelo,TX,Texas,48451,Tom Green,31.4424,-100.4504,America/Chicago
Hesperia,Hesperia,CA,California,6071,San Bernardino,34.3975,-117.3147,America/Los_Angeles
Bowling Green,Bowling Green,KY,Kentucky,21227,Warren,36.9716,-86.4378,America/Chicago
Federal Way,Federal Way,WA,Washington,53033,King,47.3091,-122.3358,America/Los_Angeles
Carmel,Carmel,IN,Indiana,18057,Hamilton,39.965,-86.146,America/Indiana/Indianapolis
Bismarck,Bismarck,ND,North Dakota,38015,Burleigh,46.8143,-100.7694,America/Chicago
Fishers,Fishers,IN,Indiana,18057,Hamilton,39.9588,-85.9659,America/Indiana/Indianapolis
Lafayette,Lafayette,CO,Colorado,8013,Boulder,39.9946,-105.0998,America/Denver
Vista,Vista,CA,California,6073,San Diego,33.1896,-117.2386,America/Los_Angeles
Boca Raton,Boca Raton,FL,Florida,12099,Palm Beach,26.3752,-80.108,America/New_York
St. Augustine,St. Augustine,FL,Florida,12109,St. Johns,29.8976,-81.31,America/New_York
Beaverton,Beaverton,OR,Oregon,41067,Washington,45.4779,-122.8168,America/Los_Angeles
Goodyear,Goodyear,AZ,Arizona,4013,Maricopa,33.2614,-112.3622,America/Phoenix
Portsmouth,Portsmouth,VA,Virginia,51740,Portsmouth,36.8468,-76.354,America/New_York
Orem,Orem,UT,Utah,49049,Utah,40.2981,-111.6994,America/Denver
Sunrise,Sunrise,FL,Florida,12011,Broward,26.1547,-80.2997,America/New_York
Portsmouth,Portsmouth,NH,New Hampshire,33015,Rockingham,43.058,-70.7826,America/New_York
Arden-Arcade,Arden-Arcade,CA,California,6067,Sacramento,38.6017,-121.3845,America/Los_Angeles
Lawrence,Lawrence,KS,Kansas,20045,Douglas,38.9597,-95.2642,America/Chicago
Sandy,Sandy,UT,Utah,49035,Salt Lake,40.5709,-111.8506,America/Denver
Slidell,Slidell,LA,Louisiana,22103,St. Tammany,30.2887,-89.7828,America/Chicago
Buckeye,Buckeye,AZ,Arizona,4013,Maricopa,33.4314,-112.6429,America/Phoenix
Livonia,Livonia,MI,Michigan,26163,Wayne,42.3972,-83.3733,America/Detroit
Williamsburg,Williamsburg,VA,Virginia,51830,Williamsburg,37.2693,-76.7076,America/New_York
Suffolk,Suffolk,VA,Virginia,51800,Suffolk,36.6953,-76.6398,America/New_York
Compton,Compton,CA,California,6037,Los Angeles,33.893,-118.2274,America/Los_Angeles
La Crosse,La Crosse,WI,Wisconsin,55063,La Crosse,43.8241,-91.2268,America/Chicago
Edmond,Edmond,OK,Oklahoma,40109,Oklahoma,35.6689,-97.416,America/Chicago
Carson,Carson,CA,California,6037,Los Angeles,33.8374,-118.2559,America/Los_Angeles
San Marcos,San Marcos,CA,California,6073,San Diego,33.135,-117.1743,America/Los_Angeles
Tracy,Tracy,CA,California,6077,San Joaquin,37.7269,-121.4523,America/Los_Angeles
Prescott Valley,Prescott Valley,AZ,Arizona,4025,Yavapai,34.598,-112.3185,America/Phoenix
Middletown,Middletown,OH,Ohio,39017,Butler,39.5033,-84.3659,America/New_York
Fall River,Fall River,MA,Massachusetts,25005,Bristol,41.7136,-71.1015,America/New_York
San Germán,San German,PR,Puerto Rico,72125,San Germán,18.0827,-67.046,America/Puerto_Rico
Santa Fe,Santa Fe,NM,New Mexico,35049,Santa Fe,35.6619,-105.9819,America/Denver
Plantation,Plantation,FL,Florida,12011,Broward,26.1259,-80.2617,America/New_York
Mayagüez,Mayaguez,PR,Puerto Rico,72097,Mayagüez,18.2003,-67.1397,America/Puerto_Rico
New Braunfels,New Braunfels,TX,Texas,48091,Comal,29.6994,-98.1148,America/Chicago
Roswell,Roswell,GA,Georgia,13121,Fulton,34.0391,-84.3513,America/New_York
Conroe,Conroe,TX,Texas,48339,Montgomery,30.3238,-95.4824,America/Chicago
South Gate,South Gate,CA,California,6037,Los Angeles,33.9447,-118.1926,America/Los_Angeles
Santa Monica,Santa Monica,CA,California,6037,Los Angeles,34.0235,-118.481,America/Los_Angeles
Kirkland,Kirkland,WA,Washington,53033,King,47.697,-122.2057,America/Los_Angeles
Hoover,Hoover,AL,Alabama,1073,Jefferson,33.3763,-86.8068,America/Chicago
O'Fallon,O'Fallon,MO,Missouri,29183,St. Charles,38.785,-90.7175,America/Chicago
Alafaya,Alafaya,FL,Florida,12095,Orange,28.528,-81.1868,America/New_York
Palm Coast,Palm Coast,FL,Florida,12035,Flagler,29.5389,-81.2457,America/New_York
Norwalk,Norwalk,CT,Connecticut,9190,Western Connecticut,41.1144,-73.4215,America/New_York
Lawton,Lawton,OK,Oklahoma,40031,Comanche,34.6175,-98.4202,America/Chicago
Chino,Chino,CA,California,6071,San Bernardino,33.9836,-117.6654,America/Los_Angeles
Mount Pleasant,Mount Pleasant,SC,South Carolina,45019,Charleston,32.8537,-79.8203,America/New_York
Manteca,Manteca,CA,California,6077,San Joaquin,37.7927,-121.2264,America/Los_Angeles
Westminster,Westminster,CA,California,6059,Orange,33.7523,-117.9938,America/Los_Angeles
Florence,Florence,SC,South Carolina,45041,Florence,34.178,-79.7898,America/New_York
Joplin,Joplin,MO,Missouri,29097,Jasper,37.0757,-94.5018,America/Chicago
Germantown,Germantown,MD,Maryland,24031,Montgomery,39.1755,-77.2643,America/New_York
San Leandro,San Leandro,CA,California,6001,Alameda,37.7074,-122.1599,America/Los_Angeles
Town 'n' Country,Town 'n' Country,FL,Florida,12057,Hillsborough,28.0106,-82.5763,America/New_York
Clifton,Clifton,NJ,New Jersey,34031,Passaic,40.863,-74.1575,America/New_York
Waukegan,Waukegan,IL,Illinois,17097,Lake,42.3698,-87.8716,America/Chicago
Bloomington,Bloomington,MN,Minnesota,27053,Hennepin,44.8306,-93.3151,America/Chicago
Avondale,Avondale,AZ,Arizona,4013,Maricopa,33.3873,-112.3235,America/Phoenix
Atascocita,Atascocita,TX,Texas,48201,Harris,29.9777,-95.1953,America/Chicago
Missoula,Missoula,MT,Montana,30063,Missoula,46.8751,-114.0214,America/Denver
Fort Myers,Fort Myers,FL,Florida,12071,Lee,26.6194,-81.8302,America/New_York
Newton,Newton,MA,Massachusetts,25017,Middlesex,42.3316,-71.2085,America/New_York
Lawrence,Lawrence,MA,Massachusetts,25009,Essex,42.7002,-71.1626,America/New_York
Muncie,Muncie,IN,Indiana,18035,Delaware,40.1989,-85.395,America/Indiana/Indianapolis
Rapid City,Rapid City,SD,South Dakota,46103,Pennington,44.0716,-103.2204,America/Denver
Troy,Troy,MI,Michigan,26125,Oakland,42.5817,-83.1457,America/Detroit
Livermore,Livermore,CA,California,6001,Alameda,37.6868,-121.7607,America/Los_Angeles
Citrus Heights,Citrus Heights,CA,California,6067,Sacramento,38.6948,-121.288,America/Los_Angeles
Hawthorne,Hawthorne,CA,California,6037,Los Angeles,33.9147,-118.3476,America/Los_Angeles
Winchester,Winchester,VA,Virginia,51840,Winchester,39.1735,-78.1746,America/New_York
Springdale,Springdale,AR,Arkansas,5143,Washington,36.1901,-94.1574,America/Chicago
Whittier,Whittier,CA,California,6037,Los Angeles,33.9678,-118.0188,America/Los_Angeles
Deerfield Beach,Deerfield Beach,FL,Florida,12011,Broward,26.305,-80.1277,America/New_York
Decatur,Decatur,IL,Illinois,17115,Macon,39.8557,-88.9342,America/Chicago
San Ramon,San Ramon,CA,California,6013,Contra Costa,37.7624,-121.9365,America/Los_Angeles
Vineland,Vineland,NJ,New Jersey,34011,Cumberland,39.4653,-74.9981,America/New_York
Mission,Mission,TX,Texas,48215,Hidalgo,26.2039,-98.3256,America/Chicago
Auburn,Auburn,WA,Washington,53033,King,47.3039,-122.2108,America/Los_Angeles
Lake Forest,Lake Forest,CA,California,6059,Orange,33.6605,-117.6714,America/Los_Angeles
Newport Beach,Newport Beach,CA,California,6059,Orange,33.6151,-117.8668,America/Los_Angeles
Melbourne,Melbourne,FL,Florida,12009,Brevard,28.1086,-80.6627,America/New_York
Brooklyn Park,Brooklyn Park,MN,Minnesota,27053,Hennepin,45.1112,-93.3505,America/Chicago
Bryan,Bryan,TX,Texas,48041,Brazos,30.665,-96.3807,America/Chicago
Westland,Westland,MI,Michigan,26163,Wayne,42.3192,-83.3805,America/Detroit
Napa,Napa,CA,California,6055,Napa,38.2975,-122.301,America/Los_Angeles
Baytown,Baytown,TX,Texas,48201,Harris,29.7587,-94.9671,America/Chicago
Cicero,Cicero,IL,Illinois,17031,Cook,41.8445,-87.7593,America/Chicago
