"","name","common_name","SPEC","project_code"
"4907","5-11","Cliff Swallow","CLSW","EBIRD"
"4908","5-11","Dark-eyed Junco","DEJU","EBIRD"
"4909","5-11","Downy Woodpecker","DOWO","EBIRD"
"4910","5-11","Eurasian Collared-Dove","EUCD","EBIRD"
"4911","5-11","European Starling","EUST","EBIRD"
"4912","5-11","Hairy Woodpecker","HAWO","EBIRD"
"4913","5-11","Hutton's Vireo","HUVI","EBIRD"
"4914","5-11","Lesser Goldfinch","LEGO","EBIRD"
"4915","5-11","Mallard","MALL","EBIRD"
"4916","5-11","Mourning Dove","MODO","EBIRD"
"4917","5-11","Northern Flicker","NOFL","EBIRD"
"4918","5-11","Osprey","OSPR","EBIRD"
"4919","5-11","Pacific-slope Flycatcher","PSFL","EBIRD"
"4920","5-11","Pine Siskin","PISI","EBIRD"
"4921","5-11","Purple Finch","PUFI","EBIRD"
"4922","5-11","Pygmy Nuthatch","PYNU","EBIRD"
"4923","5-11","Red-shouldered Hawk","RSHA","EBIRD"
"4924","5-11","Song Sparrow","SOSP","EBIRD"
"4925","5-11","Spotted Towhee","SPTO","EBIRD"
"4926","5-11","Steller's Jay","STJA","EBIRD"
"4927","5-11","Swainson's Thrush","SWTH","EBIRD"
"4928","5-11","Tree Swallow","TRES","EBIRD"
"4929","5-11","Western Bluebird","WEBL","EBIRD"
"4930","5-11","Western Tanager","WETA","EBIRD"
"4931","5-11","Wilson's Warbler","WIWA","EBIRD"
"4932","5-11","Wrentit","WREN","EBIRD"
"4933","5-12",NA,NA,NA
"4934","5-13","American Goldfinch","AMGO","EBIRD"
"4935","5-13","Canada Goose","CANG","EBIRD"
"4936","5-13","Dark-eyed Junco","DEJU","EBIRD"
"4937","5-13","Red-tailed Hawk","RTHA","EBIRD"
"4938","5-13","Red-winged Blackbird","RWBL","EBIRD"
"4939","5-13","Western Bluebird","WEBL","EBIRD"
"4940","5-13","White-breasted Nuthatch","WBNU","EBIRD"
"4941","5-15","Barn Swallow","BARS","EBIRD"
"4942","5-15","Brewer's Blackbird","BRBL","EBIRD"
"4943","5-15","Bullock's Oriole","BUOR","EBIRD"
"4944","5-15","European Starling","EUST","EBIRD"
"4945","5-15","House Finch","HOFI","EBIRD"
"4946","5-15","House Sparrow","HOSP","EBIRD"
"4947","5-15","Lark Sparrow","LASP","EBIRD"
"4948","5-15","Red-shouldered Hawk","RSHA","EBIRD"
"4949","5-15","Spotted Towhee","SPTO","EBIRD"
"4950","5-15","Western Kingbird","WEKI","EBIRD"
"4951","5-16","American Coot","AMCO","EBIRD"
"4952","5-16","Ash-throated Flycatcher","ATFL","EBIRD"
"4953","5-16","Black Phoebe","BLPH","EBIRD"
"4954","5-16","Cinnamon Teal","CITE","EBIRD"
"4955","5-16","Golden Eagle","GOEA","EBIRD"
"4956","5-16","Pied-billed Grebe","PBGR","EBIRD"
"4957","5-16","Western Bluebird","WEBL","EBIRD"
"4958","5-17","Barn Swallow","BARS","EBIRD"
"4959","5-17","Bewick's Wren","BEWR","EBIRD"
"4960","5-17","Brewer's Blackbird","BRBL","EBIRD"
"4961","5-17","Bullock's Oriole","BUOR","EBIRD"
"4962","5-17","European Starling","EUST","EBIRD"
"4963","5-17","House Finch","HOFI","EBIRD"
"4964","5-17","House Sparrow","HOSP","EBIRD"
"4965","5-17","Lark Sparrow","LASP","EBIRD"
"4966","5-17","Red-shouldered Hawk","RSHA","EBIRD"
"4967","5-17","Spotted Towhee","SPTO","EBIRD"
"4968","5-17","Western Kingbird","WEKI","EBIRD"
"4969","5-18","American Coot","AMCO","EBIRD"
"4970","5-18","Ash-throated Flycatcher","ATFL","EBIRD"
"4971","5-18","Barn Swallow","BARS","EBIRD"
"4972","5-18","Bewick's Wren","BEWR","EBIRD"
"4973","5-18","Black Phoebe","BLPH","EBIRD"
"4974","5-18","Bullock's Oriole","BUOR","EBIRD"
"4975","5-18","Cinnamon Teal","CITE","EBIRD"
"4976","5-18","European Starling","EUST","EBIRD"
"4977","5-18","Golden Eagle","GOEA","EBIRD"
"4978","5-18","House Finch","HOFI","EBIRD"
"4979","5-18","Pied-billed Grebe","PBGR","EBIRD"
"4980","5-18","Red-shouldered Hawk","RSHA","EBIRD"
"4981","5-18","Spotted Towhee","SPTO","EBIRD"
"4982","5-18","Western Bluebird","WEBL","EBIRD"
"4983","5-19","Bullock's Oriole","BUOR","EBIRD"
"4984","5-19","California Quail","CAQU","EBIRD"
"4985","5-19","Cliff Swallow","CLSW","EBIRD"
"4986","5-19","Western Bluebird","WEBL","EBIRD"
"4987","5-2","Cliff Swallow","CLSW","EBIRD"
"4988","5-2","Red-tailed Hawk","RTHA","EBIRD"
"4989","5-20",NA,NA,NA
"4990","5-21","Anna's Hummingbird","ANHU","EBIRD"
"4991","5-21","Ash-throated Flycatcher","ATFL","EBIRD"
"4992","5-21","Black-headed Grosbeak","BHGR","EBIRD"
"4993","5-21","Bullock's Oriole","BUOR","EBIRD"
"4994","5-21","California Quail","CAQU","EBIRD"
"4995","5-21","California Scrub-Jay","CASJ","EBIRD"
"4996","5-21","California Towhee","CALT","EBIRD"
"4997","5-21","Chestnut-backed Chickadee","CBCH","EBIRD"
"4998","5-21","Cliff Swallow","CLSW","EBIRD"
"4999","5-21","Lark Sparrow","LASP","EBIRD"
"5000","5-21","Mourning Dove","MODO","EBIRD"
"5001","5-21","Northern Flicker","NOFL","EBIRD"
"5002","5-21","Oak Titmouse","OATI","EBIRD"
"5003","5-21","Red-tailed Hawk","RTHA","EBIRD"
"5004","5-21","Spotted Towhee","SPTO","EBIRD"
"5005","5-21","Western Bluebird","WEBL","EBIRD"
"5006","5-21","Wild Turkey","WITU","EBIRD"
"5007","5-22","Anna's Hummingbird","ANHU","EBIRD"
"5008","5-22","Ash-throated Flycatcher","ATFL","EBIRD"
"5009","5-22","Black-headed Grosbeak","BHGR","EBIRD"
"5010","5-22","California Quail","CAQU","EBIRD"
"5011","5-22","California Scrub-Jay","CASJ","EBIRD"
"5012","5-22","California Towhee","CALT","EBIRD"
"5013","5-22","Chestnut-backed Chickadee","CBCH","EBIRD"
"5014","5-22","Lark Sparrow","LASP","EBIRD"
"5015","5-22","Mourning Dove","MODO","EBIRD"
"5016","5-22","Northern Flicker","NOFL","EBIRD"
"5017","5-22","Oak Titmouse","OATI","EBIRD"
"5018","5-22","Red-tailed Hawk","RTHA","EBIRD"
"5019","5-22","Spotted Towhee","SPTO","EBIRD"
"5020","5-22","Wild Turkey","WITU","EBIRD"
"5021","5-23","Anna's Hummingbird","ANHU","EBIRD"
"5022","5-23","Ash-throated Flycatcher","ATFL","EBIRD"
"5023","5-23","California Quail","CAQU","EBIRD"
"5024","5-23","California Towhee","CALT","EBIRD"
"5025","5-23","Mourning Dove","MODO","EBIRD"
"5026","5-23","Red-tailed Hawk","RTHA","EBIRD"
"5027","5-24","Anna's Hummingbird","ANHU","EBIRD"
"5028","5-24","Ash-throated Flycatcher","ATFL","EBIRD"
"5029","5-24","California Quail","CAQU","EBIRD"
"5030","5-24","California Towhee","CALT","EBIRD"
"5031","5-24","Mourning Dove","MODO","EBIRD"
"5032","5-24","Red-tailed Hawk","RTHA","EBIRD"
"5033","5-3","California Quail","CAQU","EBIRD"
"5034","5-3","California Towhee","CALT","EBIRD"
"5035","5-3","Cliff Swallow","CLSW","EBIRD"
"5036","5-3","European Starling","EUST","EBIRD"
"5037","5-3","Loggerhead Shrike","LOSH","EBIRD"
"5038","5-3","Mourning Dove","MODO","EBIRD"
"5039","5-3","Red-tailed Hawk","RTHA","EBIRD"
"5040","5-3","Western Bluebird","WEBL","EBIRD"
"5041","5-4","Brewer's Blackbird","BRBL","EBIRD"
"5042","5-4","Cliff Swallow","CLSW","EBIRD"
"5043","5-4","European Starling","EUST","EBIRD"
"5044","5-4","House Sparrow","HOSP","EBIRD"
"5045","5-4","Lark Sparrow","LASP","EBIRD"
"5046","5-5",NA,NA,NA
"5047","5-6","Brewer's Blackbird","BRBL","EBIRD"
"5048","5-6","European Starling","EUST","EBIRD"
"5049","5-6","House Sparrow","HOSP","EBIRD"
"5050","5-6","Lark Sparrow","LASP","EBIRD"
"5051","5-7",NA,NA,NA
"5052","5-8","Bullock's Oriole","BUOR","EBIRD"
"5053","5-8","California Quail","CAQU","EBIRD"
"5054","5-8","Cliff Swallow","CLSW","EBIRD"
"5055","5-8","Western Bluebird","WEBL","EBIRD"
"5056","5-9","Bald Eagle","BAEA","EBIRD"
"5057","5-9","Tree Swallow","TRES","EBIRD"
"5058","5-9","Western Bluebird","WEBL","EBIRD"
"5059","6-10","Acorn Woodpecker","ACWO","EBIRD"
"5060","6-10","Allen's Hummingbird","ALHU","EBIRD"
"5061","6-10","American Robin","AMRO","EBIRD"
"5062","6-10","Bewick's Wren","BEWR","EBIRD"
"5063","6-10","Black-headed Grosbeak","BHGR","EBIRD"
"5064","6-10","Black Phoebe","BLPH","EBIRD"
"5065","6-10","Brown Creeper","BRCR","EBIRD"
"5066","6-10","Bushtit","BUSH","EBIRD"
"5067","6-10","California Quail","CAQU","EBIRD"
"5068","6-10","California Scrub-Jay","CASJ","EBIRD"
"5069","6-10","California Towhee","CALT","EBIRD"
"5070","6-10","Chestnut-backed Chickadee","CBCH","EBIRD"
"5071","6-10","Chipping Sparrow","CHSP","EBIRD"
"5072","6-10","Dark-eyed Junco","DEJU","EBIRD"
"5073","6-10","Downy Woodpecker","DOWO","EBIRD"
"5074","6-10","European Starling","EUST","EBIRD"
"5075","6-10","Hairy Woodpecker","HAWO","EBIRD"
"5076","6-10","Osprey","OSPR","EBIRD"
"5077","6-10","Pacific-slope Flycatcher","PSFL","EBIRD"
"5078","6-10","Pacific Wren","PAWR","EBIRD"
"5079","6-10","Pileated Woodpecker","PIWO","EBIRD"
"5080","6-10","Pine Siskin","PISI","EBIRD"
"5081","6-10","Purple Martin","PUMA","EBIRD"
"5082","6-10","Pygmy Nuthatch","PYNU","EBIRD"
"5083","6-10","Red-tailed Hawk","RTHA","EBIRD"
"5084","6-10","Song Sparrow","SOSP","EBIRD"
"5085","6-10","Spotted Towhee","SPTO","EBIRD"
"5086","6-10","Western Bluebird","WEBL","EBIRD"
"5087","6-10","Western Wood-Pewee","WEWP","EBIRD"
"5088","6-10","Wilson's Warbler","WIWA","EBIRD"
"5089","6-10","Wrentit","WREN","EBIRD"
"5090","6-12","Black Oystercatcher","BLOY","EBIRD"
"5091","6-12","Brandt's Cormorant","BRAC","EBIRD"
"5092","6-12","Chestnut-backed Chickadee","CBCH","EBIRD"
"5093","6-12","Common Murre","COMU","EBIRD"
"5094","6-12","Dark-eyed Junco","DEJU","EBIRD"
"5095","6-12","Golden-crowned Kinglet","GCKI","EBIRD"
"5096","6-12","Pacific Wren","PAWR","EBIRD"
"5097","6-12","Pelagic Cormorant","PECO","EBIRD"
"5098","6-12","Pigeon Guillemot","PIGU","EBIRD"
"5099","6-12","Pine Siskin","PISI","EBIRD"
"5100","6-12","Song Sparrow","SOSP","EBIRD"
"5101","6-12","Swainson's Thrush","SWTH","EBIRD"
"5102","6-12","Wilson's Warbler","WIWA","EBIRD"
"5103","6-13",NA,NA,NA
"5104","6-14","Savannah Sparrow","SAVS","EBIRD"
"5105","6-14","Tree Swallow","TRES","EBIRD"
"5106","6-15","Allen's Hummingbird","ALHU","EBIRD"
"5107","6-15","American Coot","AMCO","EBIRD"
"5108","6-15","American Crow","AMCR","EBIRD"
"5109","6-15","Anna's Hummingbird","ANHU","EBIRD"
"5110","6-15","Bald Eagle","BAEA","EBIRD"
"5111","6-15","Barn Swallow","BARS","EBIRD"
"5112","6-15","Brewer's Blackbird","BRBL","EBIRD"
"5113","6-15","California Quail","CAQU","EBIRD"
"5114","6-15","California Scrub-Jay","CASJ","EBIRD"
"5115","6-15","California Towhee","CALT","EBIRD"
"5116","6-15","Canada Goose","CANG","EBIRD"
"5117","6-15","Cliff Swallow","CLSW","EBIRD"
"5118","6-15","Common Gallinule","COGA","EBIRD"
"5119","6-15","Common Raven","CORA","EBIRD"
"5120","6-15","European Starling","EUST","EBIRD"
"5121","6-15","Gadwall","GADW","EBIRD"
"5122","6-15","Grasshopper Sparrow","GRSP","EBIRD"
"5123","6-15","Great Blue Heron","GBHE","EBIRD"
"5124","6-15","Great Egret","GREG","EBIRD"
"5125","6-15","House Sparrow","HOSP","EBIRD"
"5126","6-15","Mallard","MALL","EBIRD"
"5127","6-15","Red-winged Blackbird","RWBL","EBIRD"
"5128","6-15","Savannah Sparrow","SAVS","EBIRD"
"5129","6-15","Song Sparrow","SOSP","EBIRD"
"5130","6-15","Tree Swallow","TRES","EBIRD"
"5131","6-15","Western Bluebird","WEBL","EBIRD"
"5132","6-15","White-tailed Kite","WTKI","EBIRD"
"5133","6-16","Red-tailed Hawk","RTHA","EBIRD"
"5134","6-16","Savannah Sparrow","SAVS","EBIRD"
"5135","6-16","Tree Swallow","TRES","EBIRD"
"5136","6-17","Allen's Hummingbird","ALHU","EBIRD"
"5137","6-17","American Coot","AMCO","EBIRD"
"5138","6-17","American Crow","AMCR","EBIRD"
"5139","6-17","American Goldfinch","AMGO","EBIRD"
"5140","6-17","Anna's Hummingbird","ANHU","EBIRD"
"5141","6-17","Bald Eagle","BAEA","EBIRD"
"5142","6-17","Band-tailed Pigeon","BTPI","EBIRD"
"5143","6-17","Barn Owl","BANO","EBIRD"
"5144","6-17","Barn Swallow","BARS","EBIRD"
"5145","6-17","Bewick's Wren","BEWR","EBIRD"
"5146","6-17","Black-headed Grosbeak","BHGR","EBIRD"
"5147","6-17","Black Phoebe","BLPH","EBIRD"
"5148","6-17","Brewer's Blackbird","BRBL","EBIRD"
"5149","6-17","Brown-headed Cowbird","BHCO","EBIRD"
"5150","6-17","Bushtit","BUSH","EBIRD"
"5151","6-17","California Quail","CAQU","EBIRD"
"5152","6-17","California Scrub-Jay","CASJ","EBIRD"
"5153","6-17","California Towhee","CALT","EBIRD"
"5154","6-17","Canada Goose","CANG","EBIRD"
"5155","6-17","Chestnut-backed Chickadee","CBCH","EBIRD"
"5156","6-17","Cinnamon Teal","CITE","EBIRD"
"5157","6-17","Cliff Swallow","CLSW","EBIRD"
"5158","6-17","Common Gallinule","COGA","EBIRD"
"5159","6-17","Common Raven","CORA","EBIRD"
"5160","6-17","Common Yellowthroat","COYE","EBIRD"
"5161","6-17","Dark-eyed Junco","DEJU","EBIRD"
"5162","6-17","Downy Woodpecker","DOWO","EBIRD"
"5163","6-17","Eurasian Collared-Dove","EUCD","EBIRD"
"5164","6-17","European Starling","EUST","EBIRD"
"5165","6-17","Gadwall","GADW","EBIRD"
"5166","6-17","Golden-crowned Kinglet","GCKI","EBIRD"
"5167","6-17","Grasshopper Sparrow","GRSP","EBIRD"
"5168","6-17","Great Blue Heron","GBHE","EBIRD"
"5169","6-17","Great Egret","GREG","EBIRD"
"5170","6-17","Great Horned Owl","GHOW","EBIRD"
"5171","6-17","Green-winged Teal","GWTE","EBIRD"
"5172","6-17","Hairy Woodpecker","HAWO","EBIRD"
"5173","6-17","House Finch","HOFI","EBIRD"
"5174","6-17","House Sparrow","HOSP","EBIRD"
"5175","6-17","Hutton's Vireo","HUVI","EBIRD"
"5176","6-17","Killdeer","KILL","EBIRD"
"5177","6-17","Mallard","MALL","EBIRD"
"5178","6-17","Northern Harrier","NOHA","EBIRD"
"5179","6-17","Northern Rough-winged Swallow","NRWS","EBIRD"
"5180","6-17","Nuttall's Woodpecker","NUWO","EBIRD"
"5181","6-17","Orange-crowned Warbler","OCWA","EBIRD"
"5182","6-17","Pacific-slope Flycatcher","PSFL","EBIRD"
"5183","6-17","Pileated Woodpecker","PIWO","EBIRD"
"5184","6-17","Pine Siskin","PISI","EBIRD"
"5185","6-17","Purple Finch","PUFI","EBIRD"
"5186","6-17","Red-shouldered Hawk","RSHA","EBIRD"
"5187","6-17","Red-tailed Hawk","RTHA","EBIRD"
"5188","6-17","Red-winged Blackbird","RWBL","EBIRD"
"5189","6-17","Savannah Sparrow","SAVS","EBIRD"
"5190","6-17","Song Sparrow","SOSP","EBIRD"
"5191","6-17","Spotted Towhee","SPTO","EBIRD"
"5192","6-17","Steller's Jay","STJA","EBIRD"
"5193","6-17","Swainson's Thrush","SWTH","EBIRD"
"5194","6-17","Tree Swallow","TRES","EBIRD"
"5195","6-17","Virginia Rail","VIRA","EBIRD"
"5196","6-17","Warbling Vireo","WAVI","EBIRD"
"5197","6-17","Western Bluebird","WEBL","EBIRD"
"5198","6-17","White-tailed Kite","WTKI","EBIRD"
"5199","6-17","Wilson's Warbler","WIWA","EBIRD"
"5200","6-17","Wrentit","WREN","EBIRD"
"5201","6-18","Acorn Woodpecker","ACWO","EBIRD"
"5202","6-18","Barn Swallow","BARS","EBIRD"
"5203","6-18","Bewick's Wren","BEWR","EBIRD"
"5204","6-18","Black-headed Grosbeak","BHGR","EBIRD"
"5205","6-18","California Towhee","CALT","EBIRD"
"5206","6-18","Chestnut-backed Chickadee","CBCH","EBIRD"
"5207","6-18","Cliff Swallow","CLSW","EBIRD"
"5208","6-18","Cooper's Hawk","COHA","EBIRD"
"5209","6-18","European Starling","EUST","EBIRD"
"5210","6-18","Hutton's Vireo","HUVI","EBIRD"
"5211","6-18","Northern Rough-winged Swallow","NRWS","EBIRD"
"5212","6-18","Orange-crowned Warbler","OCWA","EBIRD"
"5213","6-18","Pacific-slope Flycatcher","PSFL","EBIRD"
"5214","6-18","Song Sparrow","SOSP","EBIRD"
"5215","6-18","Swainson's Thrush","SWTH","EBIRD"
"5216","6-18","Tree Swallow","TRES","EBIRD"
"5217","6-18","Violet-green Swallow","VGSW","EBIRD"
"5218","6-18","Warbling Vireo","WAVI","EBIRD"
"5219","6-18","Western Bluebird","WEBL","EBIRD"
"5220","6-18","Western Wood-Pewee","WEWP","EBIRD"
"5221","6-18","Wilson's Warbler","WIWA","EBIRD"
"5222","6-19","Acorn Woodpecker","ACWO","EBIRD"
"5223","6-19","Allen's Hummingbird","ALHU","EBIRD"
"5224","6-19","American Crow","AMCR","EBIRD_AU"
"5225","6-19","American Goldfinch","AMGO","EBIRD"
"5226","6-19","American Robin","AMRO","EBIRD"
"5227","6-19","Anna's Hummingbird","ANHU","EBIRD"
"5228","6-19","Bald Eagle","BAEA","EBIRD"
"5229","6-19","Band-tailed Pigeon","BTPI","EBIRD"
"5230","6-19","Barn Owl","BANO","EBIRD"
"5231","6-19","Barn Swallow","BARS","EBIRD"
"5232","6-19","Bewick's Wren","BEWR","EBIRD"
"5233","6-19","Black-headed Grosbeak","BHGR","EBIRD"
"5234","6-19","Black Phoebe","BLPH","EBIRD"
"5235","6-19","Brewer's Blackbird","BRBL","EBIRD"
"5236","6-19","Brown-headed Cowbird","BHCO","EBIRD"
"5237","6-19","Brown Creeper","BRCR","EBIRD"
"5238","6-19","Bullock's Oriole","BUOR","EBIRD"
"5239","6-19","Bushtit","BUSH","EBIRD"
"5240","6-19","California Quail","CAQU","EBIRD"
"5241","6-19","California Scrub-Jay","CASJ","EBIRD"
"5242","6-19","California Towhee","CALT","EBIRD"
"5243","6-19","Canada Goose","CANG","EBIRD"
"5244","6-19","Chestnut-backed Chickadee","CBCH","EBIRD"
"5245","6-19","Chipping Sparrow","CHSP","EBIRD"
"5246","6-19","Cinnamon Teal","CITE","EBIRD"
"5247","6-19","Cliff Swallow","CLSW","EBIRD"
"5248","6-19","Common Raven","CORA","EBIRD"
"5249","6-19","Common Yellowthroat","COYE","EBIRD"
"5250","6-19","Cooper's Hawk","COHA","EBIRD"
"5251","6-19","Dark-eyed Junco","DEJU","EBIRD"
"5252","6-19","Downy Woodpecker","DOWO","EBIRD"
"5253","6-19","Eurasian Collared-Dove","EUCD","EBIRD"
"5254","6-19","European Starling","EUST","EBIRD"
"5255","6-19","Golden-crowned Kinglet","GCKI","EBIRD"
"5256","6-19","Great Blue Heron","GBHE","EBIRD"
"5257","6-19","Great Egret","GREG","EBIRD"
"5258","6-19","Great Horned Owl","GHOW","EBIRD"
"5259","6-19","Green-winged Teal","GWTE","EBIRD"
"5260","6-19","Green Heron","GRHE","EBIRD"
"5261","6-19","Hairy Woodpecker","HAWO","EBIRD"
"5262","6-19","Hermit Thrush","HETH","EBIRD"
"5263","6-19","House Finch","HOFI","EBIRD"
"5264","6-19","House Sparrow","HOSP","EBIRD"
"5265","6-19","Hutton's Vireo","HUVI","EBIRD"
"5266","6-19","Killdeer","KILL","EBIRD"
"5267","6-19","Lesser Goldfinch","LEGO","EBIRD"
"5268","6-19","Mallard","MALL","EBIRD"
"5269","6-19","Northern Harrier","NOHA","EBIRD"
"5270","6-19","Northern Rough-winged Swallow","NRWS","EBIRD"
"5271","6-19","Nuttall's Woodpecker","NUWO","EBIRD"
"5272","6-19","Orange-crowned Warbler","OCWA","EBIRD"
"5273","6-19","Osprey","OSPR","EBIRD"
"5274","6-19","Pacific-slope Flycatcher","PSFL","EBIRD"
"5275","6-19","Pacific Wren","PAWR","EBIRD"
"5276","6-19","Pileated Woodpecker","PIWO","EBIRD"
"5277","6-19","Pine Siskin","PISI","EBIRD"
"5278","6-19","Purple Finch","PUFI","EBIRD"
"5279","6-19","Purple Martin","PUMA","EBIRD"
"5280","6-19","Pygmy Nuthatch","PYNU","EBIRD"
"5281","6-19","Red-shouldered Hawk","RSHA","EBIRD"
"5282","6-19","Red-tailed Hawk","RTHA","EBIRD"
"5283","6-19","Red-winged Blackbird","RWBL","EBIRD"
"5284","6-19","Savannah Sparrow","SAVS","EBIRD"
"5285","6-19","Song Sparrow","SOSP","EBIRD"
"5286","6-19","Spotted Towhee","SPTO","EBIRD"
"5287","6-19","Steller's Jay","STJA","EBIRD"
"5288","6-19","Swainson's Thrush","SWTH","EBIRD"
"5289","6-19","Tree Swallow","TRES","EBIRD"
"5290","6-19","Turkey Vulture","TUVU","EBIRD"
"5291","6-19","Violet-green Swallow","VGSW","EBIRD"
"5292","6-19","Virginia Rail","VIRA","EBIRD"
"5293","6-19","Warbling Vireo","WAVI","EBIRD"
"5294","6-19","Western Bluebird","WEBL","EBIRD"
"5295","6-19","Western Wood-Pewee","WEWP","EBIRD"
"5296","6-19","White-tailed Kite","WTKI","EBIRD"
"5297","6-19","Wilson's Warbler","WIWA","EBIRD"
"5298","6-19","Wrentit","WREN","EBIRD"
"5299","6-2","Allen's Hummingbird","ALHU","EBIRD"
"5300","6-2","American Crow","AMCR","EBIRD"
"5301","6-2","American Robin","AMRO","EBIRD"
"5302","6-2","Mallard","MALL","EBIRD"
"5303","6-2","Mourning Dove","MODO","EBIRD"
"5304","6-2","Osprey","OSPR","EBIRD"
"5305","6-2","Purple Finch","PUFI","EBIRD"
"5306","6-20","Acorn Woodpecker","ACWO","EBIRD"
"5307","6-20","American Crow","AMCR","EBIRD_AU"
"5308","6-20","American Robin","AMRO","EBIRD"
"5309","6-20","Barn Swallow","BARS","EBIRD"
"5310","6-20","Bewick's Wren","BEWR","EBIRD"
"5311","6-20","Black-headed Grosbeak","BHGR","EBIRD"
"5312","6-20","Black Phoebe","BLPH","EBIRD_CAN"
"5313","6-20","Brewer's Blackbird","BRBL","EBIRD"
"5314","6-20","Bushtit","BUSH","EBIRD"
"5315","6-20","California Quail","CAQU","EBIRD"
"5316","6-20","California Scrub-Jay","CASJ","EBIRD"
"5317","6-20","California Towhee","CALT","EBIRD"
"5318","6-20","Chestnut-backed Chickadee","CBCH","EBIRD"
"5319","6-20","Cliff Swallow","CLSW","EBIRD"
"5320","6-20","Common Yellowthroat","COYE","EBIRD"
"5321","6-20","Cooper's Hawk","COHA","EBIRD"
"5322","6-20","Dark-eyed Junco","DEJU","EBIRD"
"5323","6-20","Downy Woodpecker","DOWO","EBIRD"
"5324","6-20","European Starling","EUST","EBIRD"
"5325","6-20","Grasshopper Sparrow","GRSP","EBIRD"
"5326","6-20","Great Horned Owl","GHOW","EBIRD"
"5327","6-20","Green Heron","GRHE","EBIRD"
"5328","6-20","Hairy Woodpecker","HAWO","EBIRD"
"5329","6-20","House Finch","HOFI","EBIRD"
"5330","6-20","Hutton's Vireo","HUVI","EBIRD"
"5331","6-20","Lark Sparrow","LASP","EBIRD"
"5332","6-20","Lazuli Bunting","LAZB","EBIRD"
"5333","6-20","Lesser Goldfinch","LEGO","EBIRD"
"5334","6-20","Northern Flicker","NOFL","EBIRD"
"5335","6-20","Northern Rough-winged Swallow","NRWS","EBIRD"
"5336","6-20","Orange-crowned Warbler","OCWA","EBIRD"
"5337","6-20","Pacific-slope Flycatcher","PSFL","EBIRD"
"5338","6-20","Pacific Wren","PAWR","EBIRD"
"5339","6-20","Pygmy Nuthatch","PYNU","EBIRD"
"5340","6-20","Red-tailed Hawk","RTHA","EBIRD"
"5341","6-20","Song Sparrow","SOSP","EBIRD"
"5342","6-20","Steller's Jay","STJA","EBIRD"
"5343","6-20","Swainson's Thrush","SWTH","EBIRD"
"5344","6-20","Tree Swallow","TRES","EBIRD"
"5345","6-20","Violet-green Swallow","VGSW","EBIRD"
"5346","6-20","Warbling Vireo","WAVI","EBIRD"
"5347","6-20","Western Bluebird","WEBL","EBIRD"
"5348","6-20","Western Wood-Pewee","WEWP","EBIRD"
"5349","6-20","Wilson's Warbler","WIWA","EBIRD"
"5350","6-21","Acorn Woodpecker","ACWO","EBIRD"
"5351","6-21","Allen's Hummingbird","ALHU","EBIRD"
"5352","6-21","American Crow","AMCR","EBIRD_AU"
"5353","6-21","American Goldfinch","AMGO","EBIRD"
"5354","6-21","American Robin","AMRO","EBIRD"
"5355","6-21","Anna's Hummingbird","ANHU","EBIRD"
"5356","6-21","Barn Owl","BANO","EBIRD"
"5357","6-21","Barn Swallow","BARS","EBIRD"
"5358","6-21","Bewick's Wren","BEWR","EBIRD"
"5359","6-21","Black-headed Grosbeak","BHGR","EBIRD"
"5360","6-21","Black Phoebe","BLPH","EBIRD"
"5361","6-21","Brewer's Blackbird","BRBL","EBIRD"
"5362","6-21","Brown-headed Cowbird","BHCO","EBIRD"
"5363","6-21","Brown Creeper","BRCR","EBIRD"
"5364","6-21","Bullock's Oriole","BUOR","EBIRD"
"5365","6-21","Bushtit","BUSH","EBIRD"
"5366","6-21","California Quail","CAQU","EBIRD"
"5367","6-21","California Scrub-Jay","CASJ","EBIRD"
"5368","6-21","California Towhee","CALT","EBIRD"
"5369","6-21","Chestnut-backed Chickadee","CBCH","EBIRD"
"5370","6-21","Chipping Sparrow","CHSP","EBIRD"
"5371","6-21","Cliff Swallow","CLSW","EBIRD"
"5372","6-21","Common Raven","CORA","EBIRD"
"5373","6-21","Common Yellowthroat","COYE","EBIRD"
"5374","6-21","Cooper's Hawk","COHA","EBIRD"
"5375","6-21","Dark-eyed Junco","DEJU","EBIRD"
"5376","6-21","Downy Woodpecker","DOWO","EBIRD"
"5377","6-21","European Starling","EUST","EBIRD"
"5378","6-21","Golden-crowned Kinglet","GCKI","EBIRD"
"5379","6-21","Great Horned Owl","GHOW","EBIRD"
"5380","6-21","Green Heron","GRHE","EBIRD"
"5381","6-21","Hairy Woodpecker","HAWO","EBIRD"
"5382","6-21","Hermit Thrush","HETH","EBIRD"
"5383","6-21","House Finch","HOFI","EBIRD"
"5384","6-21","Hutton's Vireo","HUVI","EBIRD"
"5385","6-21","Lesser Goldfinch","LEGO","EBIRD"
"5386","6-21","Mallard","MALL","EBIRD"
"5387","6-21","Nuttall's Woodpecker","NUWO","EBIRD"
"5388","6-21","Osprey","OSPR","EBIRD"
"5389","6-21","Pacific-slope Flycatcher","PSFL","EBIRD"
"5390","6-21","Pacific Wren","PAWR","EBIRD"
"5391","6-21","Pileated Woodpecker","PIWO","EBIRD"
"5392","6-21","Pine Siskin","PISI","EBIRD"
"5393","6-21","Purple Martin","PUMA","EBIRD"
"5394","6-21","Pygmy Nuthatch","PYNU","EBIRD"
